<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FPT,20180525,36.4264,36.4264,34.9265,34.9012,788360
FPT,20180524,36.8449,37.0264,35.9979,35.9979,1035660
FPT,20180523,36.3004,36.9054,35.9979,36.6634,1077080
FPT,20180522,36.9054,37.2079,35.9979,36.1189,1101490
FPT,20180521,37.0264,37.7524,36.9054,36.9054,1483830
FPT,20180518,36.6634,36.9054,35.5744,36.7844,979930
FPT,20180517,36.5424,37.1474,36.5424,36.6634,719700
FPT,20180516,36.9054,37.1474,36.6029,36.6029,672930
FPT,20180515,37.5104,37.5104,36.9054,37.1474,910810
FPT,20180514,36.3609,37.3289,36.0584,37.2684,2012550
FPT,20180511,35.0904,35.9979,35.0904,35.9979,1169610
FPT,20180510,35.3324,35.9374,35.0904,35.2719,1546130
FPT,20180509,35.4534,35.7559,35.1509,35.3324,1004740
FPT,20180508,35.8164,36.0584,35.5744,35.6954,1114210
FPT,20180507,35.5744,36.0584,35.4534,36.0584,878040
FPT,20180504,35.3929,35.6954,35.2114,35.5744,1171180
FPT,20180503,34.3644,35.0904,33.6989,35.0904,2162850
FPT,20180502,34.9694,35.0904,34.3644,34.4854,1370180
FPT,20180427,33.2754,34.7274,33.2149,34.4854,1597710
FPT,20180426,34.4249,34.9089,33.2754,33.2754,2031810
FPT,20180424,34.7274,35.3929,33.9409,34.1224,1850860
FPT,20180423,37.0869,37.3289,34.6064,35.0904,1461440
FPT,20180420,36.9054,37.2079,36.4819,37.0869,972550
FPT,20180419,37.5104,37.5709,36.7239,36.7239,2377390
FPT,20180418,37.6919,38.0549,37.4499,37.5104,1247240
FPT,20180417,37.2079,37.5104,36.8449,37.5104,1105060
FPT,20180416,37.5104,37.7524,36.8449,36.9659,1181050
FPT,20180413,38.6599,38.6599,37.5104,37.5104,2146710
FPT,20180412,38.1154,38.4784,37.5709,38.4784,1321110
FPT,20180411,39.2045,39.5675,38.1155,38.1154,3296390
FPT,20180410,38.4784,39.4464,38.4179,38.9625,4490010
FPT,20180409,37.8734,38.4784,37.8734,38.3574,1502210
FPT,20180406,38.8414,38.9019,37.9339,37.9339,3614250
FPT,20180405,37.5104,38.5389,37.2079,38.1154,2874100
FPT,20180404,37.5104,37.9944,37.2684,37.3289,2297950
FPT,20180403,37.0264,37.1474,36.8449,37.0264,1140770
FPT,20180402,37.2079,37.3289,36.9054,37.2079,2194820
FPT,20180330,36.0584,37.0869,35.9374,36.7239,2434830
FPT,20180329,35.9374,36.1189,35.6954,35.9979,827280
FPT,20180328,35.7559,35.9374,35.5744,35.6349,660440
FPT,20180327,36.2399,36.3609,35.6954,35.9979,993260
FPT,20180326,35.4534,35.9374,35.4534,35.8164,940840
FPT,20180323,35.6954,36.0584,35.0904,35.4534,2833670
FPT,20180322,36.9054,37.1474,36.3609,36.3609,1264760
FPT,20180321,37.0869,37.3894,36.9054,36.9054,999470
FPT,20180320,36.4214,37.6919,36.3004,37.0869,2921440
FPT,20180319,36.4214,36.6634,36.2399,36.6029,1337110
FPT,20180316,36.6634,36.7844,36.1189,36.3609,1426890
FPT,20180315,36.9054,36.9659,36.4819,36.6634,1189330
FPT,20180314,36.3609,36.7844,35.9374,36.7844,2070230
FPT,20180313,37.0264,37.0264,35.9374,36.3609,4159670
FPT,20180312,37.5104,37.8734,37.1474,37.1474,1611250
FPT,20180309,37.9339,38.1759,37.2079,37.2684,2068410
FPT,20180308,37.5104,37.8129,37.0869,37.6314,1316600
FPT,20180307,38.4179,38.5389,37.2079,37.6314,2000410
FPT,20180306,37.8129,38.2969,37.3289,38.2969,2577540
FPT,20180305,37.0869,39.0229,37.0869,37.2079,6025340
FPT,20180302,36.6029,37.0869,36.3004,36.9659,1840930
FPT,20180301,35.9374,37.0264,35.7559,36.7844,2114250
FPT,20180228,35.8164,36.5424,35.7559,36.1794,1835710
FPT,20180227,36.7239,36.7844,35.9979,36.1794,1415610
FPT,20180226,36.9054,37.3894,36.5424,36.5424,2467750
FPT,20180223,35.3929,36.6634,35.3929,36.6029,1607200
FPT,20180222,35.8769,35.9979,35.2114,35.3324,1433060
FPT,20180221,36.3609,36.4819,35.6954,35.9374,1574450
FPT,20180213,35.2114,35.8769,34.9694,35.6954,1448350
FPT,20180212,34.0619,34.5459,32.9729,34.5459,1166010
FPT,20180209,31.7629,33.2754,31.7629,33.2754,2139970
FPT,20180208,33.8804,34.4854,33.2754,33.3964,1709000
FPT,20180207,34.4854,34.6669,33.8804,34.2434,1872960
FPT,20180206,32.1864,34.1829,32.1864,32.7914,5312890
FPT,20180205,36.3609,36.7844,34.5459,34.5459,3754890
FPT,20180202,37.2684,37.3894,36.6029,36.9054,1671290
FPT,20180201,38.0549,38.4179,37.2684,37.2684,2086500
FPT,20180131,39.2044,39.6279,38.0549,38.0549,3988780
FPT,20180130,36.1794,38.7204,35.9979,38.7204,4719350
FPT,20180129,36.8449,37.4499,36.2399,36.4819,1335440
FPT,20180126,37.5104,37.5104,36.6029,36.7844,1631780
FPT,20180125,37.2079,37.8734,36.8449,36.9659,5368250
FPT,20180122,35.9979,37.2079,35.9374,36.8449,2509650
FPT,20180119,35.6954,36.1794,35.6349,35.6349,2002690
FPT,20180118,35.2719,35.6954,34.8484,35.6954,3314290
FPT,20180117,36.9054,36.9659,35.6954,35.6954,2259230
FPT,20180116,36.8449,37.2079,36.4819,36.9054,1512380
FPT,20180115,36.3609,37.0264,36.1189,36.9054,2296030
FPT,20180112,37.3894,37.5104,36.4214,36.4214,2824950
FPT,20180111,36.9659,37.4499,36.7239,37.2079,2420150
FPT,20180110,37.5104,38.1154,36.9659,37.2079,2610670
FPT,20180109,36.9054,37.6919,36.4819,37.5709,4010010
FPT,20180108,36.0584,36.8449,35.8769,36.8449,2529030
FPT,20180105,36.9054,36.9659,36.2399,36.3004,2851450
FPT,20180104,36.3004,36.9054,36.2399,36.9054,2784800
FPT,20180103,36.6029,36.7239,35.9979,36.1794,2829930
FPT,20180102,34.6669,36.1794,34.6064,36.1794,5022160
FPT,20171229,34.6064,34.8484,34.4854,34.5459,1559860
FPT,20171228,34.3039,34.8484,34.1829,34.6064,1916250
FPT,20171227,34.7879,34.7879,34.2434,34.3039,1703070
FPT,20171226,35.0904,35.0904,34.5459,34.5459,1246050
FPT,20171225,34.6669,35.1509,34.6669,34.8484,2393910
FPT,20171222,34.1224,34.7274,34.0014,34.5459,1738070
FPT,20171221,34.3644,34.7274,33.9409,34.1224,1845520
FPT,20171220,33.3964,34.4854,33.3964,34.0619,1960650
FPT,20171219,34.0619,34.3039,33.2149,33.3964,2483570
FPT,20171218,34.4854,34.6064,33.9409,34.0619,1793760
FPT,20171215,33.8804,34.3644,33.5779,34.1829,1611640
FPT,20171214,32.9729,33.8199,32.9729,33.8199,1276430
FPT,20171213,32.8519,33.1544,32.4889,33.0939,1625860
FPT,20171212,32.7309,33.0939,30.7344,32.4889,3113980
FPT,20171211,32.9729,33.3964,32.3679,32.3679,2736380
FPT,20171208,33.8804,34.1829,33.3359,33.5779,1924190
FPT,20171207,34.3644,34.7879,33.7594,33.9409,1655580
FPT,20171206,34.4854,34.6669,33.8804,34.3644,3522030
FPT,20171205,35.5744,35.8769,34.6669,34.6669,3558740
FPT,20171204,35.3929,35.7559,35.2719,35.5744,2204370
FPT,20171201,35.2114,35.4534,34.9089,35.3324,1829280
FPT,20171130,36.2399,36.3004,35.3324,35.3324,3002720
FPT,20171129,35.0904,36.1189,34.7274,35.8769,3845300
FPT,20171128,35.0904,35.2114,34.6064,34.7879,2292500
FPT,20171127,35.0904,36.1189,35.0904,35.2114,2653980
FPT,20171124,34.7879,35.0904,34.4854,35.0299,2370820
FPT,20171123,35.0904,35.5744,34.6064,34.8484,3536130
FPT,20171122,34.4854,35.0904,34.4854,35.0904,2596350
FPT,20171121,35.2114,35.5744,34.6064,34.6064,3385720
FPT,20171120,33.9409,35.0904,33.8199,35.0299,3802520
FPT,20171117,34.6669,34.6669,33.8199,34.3039,3930560
FPT,20171116,34.7274,35.5139,34.2434,34.4854,3733760
FPT,20171115,32.7309,34.4854,32.6704,34.4249,4665890
FPT,20171114,32.9729,33.5779,32.3679,32.6099,4332100
FPT,20171113,31.5814,33.1544,31.3999,32.6704,4769280
FPT,20171110,31.7629,32.2469,31.5814,31.5814,1369700
FPT,20171109,32.3074,32.3679,31.7024,31.8234,1720600
FPT,20171108,30.9764,32.0654,30.8554,32.0654,3385930
FPT,20171107,31.1579,31.1579,30.7949,30.9764,1141790
FPT,20171106,31.0974,31.3394,30.7949,31.0974,1608490
FPT,20171103,30.2504,30.8554,29.8874,30.8554,1200390
FPT,20171102,30.7949,31.0974,30.1294,30.5529,1244900
FPT,20171101,30.5529,30.8554,30.4924,30.7344,907980
FPT,20171031,30.2504,31.0974,30.0084,30.4924,1618160
FPT,20171030,30.3714,30.7344,30.1899,30.2504,1707190
FPT,20171027,29.8873,30.3713,29.7360,30.3714,734980
FPT,20171026,30.1293,30.1898,29.6453,30.0083,1089860
FPT,20171025,29.9478,30.1293,29.8268,30.0688,768500
FPT,20171024,29.8268,30.1293,29.7360,29.8268,879390
FPT,20171023,30.4319,30.4319,29.8269,29.8268,1116150
FPT,20171020,30.4319,30.6739,30.2504,30.4319,767080
FPT,20171019,30.5529,30.9764,30.3109,30.6134,977340
FPT,20171018,31.0974,31.3999,30.5529,30.5529,1237160
FPT,20171017,31.1579,31.1579,30.7949,31.1579,861260
FPT,20171016,30.8554,31.4604,30.7949,31.0974,1249640
FPT,20171013,30.9764,31.0369,30.6134,30.9764,1078760
FPT,20171012,30.2503,31.0973,30.2503,30.8554,2004500
FPT,20171011,29.8873,30.5528,29.8268,30.1898,2540980
FPT,20171010,29.4940,29.8268,29.4940,29.8268,1234640
FPT,20171009,29.6454,29.6454,29.4033,29.5243,585830
FPT,20171006,29.2218,29.5243,29.2218,29.4941,569960
FPT,20171005,29.2824,29.6151,29.0403,29.2218,658270
FPT,20171004,28.9799,29.1614,28.9193,29.0706,518400
FPT,20171003,29.1613,29.1613,28.8285,28.9496,1087970
FPT,20171002,29.4941,29.6151,29.0706,29.1613,911190
FPT,20170929,29.5848,29.6454,29.4033,29.4941,395560
FPT,20170928,29.6453,29.7966,29.2823,29.6151,774370
FPT,20170927,29.6453,29.8873,29.4638,29.6453,868830
FPT,20170926,29.5546,29.6454,29.3428,29.6453,878850
FPT,20170925,30.0991,30.0991,29.5546,29.5546,745050
FPT,20170922,30.0083,30.2201,29.8873,29.9176,1394280
FPT,20170921,29.5849,30.0084,29.4941,29.8873,2667670
FPT,20170920,29.4336,29.4941,29.2520,29.4336,631410
FPT,20170919,29.3429,29.5546,29.2824,29.2823,869330
FPT,20170918,29.2521,29.2823,29.0403,29.2521,803430
FPT,20170915,29.2218,29.3429,29.0403,29.1613,794420
FPT,20170914,29.6454,29.6454,29.2521,29.2521,857090
FPT,20170913,29.2218,29.8873,29.2218,29.4941,1944610
FPT,20170912,28.7379,29.1009,28.6774,29.1008,853680
FPT,20170911,28.8588,29.1613,28.6168,28.6471,843320
FPT,20170908,29.0403,29.0403,28.8588,28.8588,478140
FPT,20170907,29.0403,29.2218,28.9798,28.9798,479950
FPT,20170906,29.3125,29.3125,28.9193,29.1613,510590
FPT,20170905,29.4033,29.4033,29.1915,29.3428,447330
FPT,20170901,29.4033,29.4336,29.2218,29.4033,268680
FPT,20170831,28.9193,29.5243,28.9193,29.3428,1115030
FPT,20170830,28.8286,28.9799,28.7681,28.9193,322140
FPT,20170829,28.7378,29.1008,28.7075,28.8891,828090
FPT,20170828,28.6168,28.7983,28.5865,28.7983,569140
FPT,20170825,28.9193,28.9496,28.7378,28.7378,374570
FPT,20170824,28.6773,28.9193,28.5563,28.8588,433820
FPT,20170823,28.4353,28.7378,28.4353,28.5563,517300
FPT,20170822,28.8588,28.8891,28.4958,28.4958,416720
FPT,20170821,29.0403,29.0403,28.7378,28.8891,355750
FPT,20170818,28.6773,28.9193,28.3748,28.7378,363920
FPT,20170817,29.0406,29.1616,28.6776,28.6773,640030
FPT,20170816,28.9763,28.9763,28.7096,28.7986,814430
FPT,20170815,29.1541,29.1541,28.7393,28.9763,820690
FPT,20170814,29.6281,29.6281,29.1541,29.1541,773240
FPT,20170811,29.0356,29.3318,28.7985,29.3022,548460
FPT,20170810,28.4431,29.0060,28.4431,28.9763,872820
FPT,20170809,28.9764,28.9764,28.5319,28.6801,1842380
FPT,20170808,29.5393,29.6282,29.0060,29.0060,1460460
FPT,20170807,29.6874,29.6874,29.4504,29.5393,766980
FPT,20170804,29.8059,29.8652,29.3615,29.6874,827080
FPT,20170803,29.4504,30.2800,29.3319,29.6874,1998770
FPT,20170802,29.1245,29.5689,28.8578,29.2726,2150390
FPT,20170801,28.7097,29.3022,28.5615,29.0356,1455870
FPT,20170731,28.7393,28.7985,28.5022,28.6504,663380
FPT,20170728,28.5615,28.8282,28.3837,28.7689,1611740
FPT,20170727,28.4430,28.8282,28.2652,28.5615,1244010
FPT,20170726,27.6727,28.3245,27.6727,28.3245,702050
FPT,20170725,27.5542,27.7912,27.3764,27.6727,592490
FPT,20170724,27.3764,27.6134,27.2579,27.5542,596990
FPT,20170721,27.8505,28.0283,27.3765,27.3764,663330
FPT,20170720,27.6134,27.7912,27.3764,27.7320,896480
FPT,20170719,28.3245,28.6208,27.6134,27.7912,984170
FPT,20170718,28.2060,28.4430,28.0578,28.3245,866850
FPT,20170717,28.8578,28.8578,28.2652,28.4430,905330
FPT,20170714,28.9467,29.0060,28.6800,28.8578,541080
FPT,20170713,28.3245,28.9467,28.2653,28.9467,972830
FPT,20170712,28.3838,28.5023,27.8801,28.4134,758630
FPT,20170711,28.3837,28.5022,27.8504,28.2060,1027560
FPT,20170710,28.5616,28.8579,28.2060,28.5615,1816570
FPT,20170707,28.5023,29.2726,28.4431,28.7986,2447400
FPT,20170706,27.7023,28.3838,27.6134,28.3838,1924630
FPT,20170705,27.5541,27.6727,27.5245,27.6727,508490
FPT,20170704,27.5542,27.6727,27.4356,27.6134,922560
FPT,20170703,27.7616,27.7616,27.4357,27.4949,662700
FPT,20170630,27.5542,27.7616,27.1394,27.7616,1117400
FPT,20170629,27.4357,27.6431,27.4357,27.5542,730260
FPT,20170628,27.1986,27.4949,27.0505,27.4653,940300
FPT,20170627,27.5542,27.6134,26.9320,27.0801,2818290
FPT,20170626,28.3541,28.3541,27.5542,27.6727,1375990
FPT,20170623,28.2060,28.3245,27.9690,28.1171,759780
FPT,20170622,28.0283,28.6209,28.0283,28.2060,1244630
FPT,20170621,27.4357,28.1468,27.2875,28.1468,1942410
FPT,20170620,27.5542,27.5542,27.2579,27.3468,762030
FPT,20170619,27.2579,27.4949,27.2282,27.4357,1192040
FPT,20170616,26.9617,27.1098,26.8431,27.0801,603990
FPT,20170615,26.8135,26.9024,26.6950,26.9024,615030
FPT,20170614,27.1394,27.1394,26.7246,26.7839,780590
FPT,20170613,26.6654,27.1987,26.6654,26.8727,1573850
FPT,20170612,26.6653,26.7838,26.4283,26.4876,553000
FPT,20170609,26.1913,26.9616,26.1913,26.7542,1569640
FPT,20170608,26.0728,26.2802,25.8950,26.1913,630430
FPT,20170607,26.5468,26.5468,26.1024,26.1024,842710
FPT,20170606,25.6580,26.5469,25.6580,26.2505,1481770
FPT,20170605,25.8358,25.8654,25.5691,25.6284,666610
FPT,20170602,25.8358,25.8950,25.5395,25.6284,809190
FPT,20170601,25.5395,25.7765,25.5395,25.7469,787160
FPT,20170531,25.4802,25.8061,25.4802,25.4802,1063000
FPT,20170530,25.0654,25.8654,25.0654,25.4802,1868870
FPT,20170529,24.9469,25.3024,24.9469,25.2432,634230
FPT,20170526,25.2432,25.2432,24.8877,24.9469,868540
FPT,20170525,25.4963,25.4963,25.1702,25.2432,1713400
FPT,20170524,24.8353,24.8605,24.6586,24.7848,1304860
FPT,20170523,24.5576,24.9362,24.4819,24.6586,2066240
FPT,20170522,24.4819,24.7595,24.4819,24.4819,1719610
FPT,20170519,24.1790,24.4314,24.1285,24.4314,718260
FPT,20170518,24.2043,24.5829,24.0529,24.1790,909220
FPT,20170517,23.9771,24.2295,23.8509,24.1286,553800
FPT,20170516,24.1286,24.3810,23.9519,23.9771,638370
FPT,20170515,24.2295,24.2295,24.1033,24.1286,506520
FPT,20170512,24.2800,24.4314,24.2295,24.2295,528780
FPT,20170511,24.2800,24.4314,24.0528,24.2800,709020
FPT,20170510,24.4820,24.7091,24.2800,24.2800,1568980
FPT,20170509,23.8257,24.3809,23.8257,24.3810,1168370
FPT,20170508,23.6742,23.8004,23.6238,23.7247,367850
FPT,20170505,23.7247,23.8509,23.6742,23.7752,309370
FPT,20170504,23.7247,23.9266,23.6742,23.7247,692490
FPT,20170503,23.5733,23.8762,23.4471,23.7247,806650
FPT,20170428,23.4218,23.4975,23.2199,23.4471,444560
FPT,20170427,23.2705,23.5733,23.2705,23.4723,1001040
FPT,20170426,23.1695,23.2452,23.0685,23.2200,483590
FPT,20170425,23.0181,23.2200,22.9676,23.0433,602100
FPT,20170424,23.1442,23.2452,23.0432,23.0938,465680
FPT,20170421,23.3209,23.4218,23.1442,23.1442,407700
FPT,20170420,23.2200,23.3967,23.1190,23.1442,526060
FPT,20170419,23.2200,23.4219,23.1695,23.2200,1132270
FPT,20170418,23.0685,23.2199,22.8918,23.2200,596530
FPT,20170417,23.2452,23.4724,23.0685,23.0685,1066820
FPT,20170414,23.7752,23.8004,23.1694,23.2452,1444000
FPT,20170413,23.9014,24.0276,23.8257,23.8509,518960
FPT,20170412,23.7247,24.1033,23.6995,24.0024,1296510
FPT,20170411,23.7247,23.8761,23.6237,23.6995,405130
FPT,20170410,23.7247,23.8509,23.6742,23.7247,421960
FPT,20170407,23.3966,23.7500,23.3966,23.7247,900280
FPT,20170405,23.7247,23.7247,23.4975,23.4976,598970
FPT,20170404,23.3967,23.7248,23.3967,23.7247,981010
FPT,20170403,23.8762,23.9772,23.4219,23.4219,1994720
FPT,20170331,23.7752,24.0781,23.7247,23.8762,1213360
FPT,20170330,23.9771,24.1538,23.7752,23.7752,752470
FPT,20170329,23.9267,24.1286,23.8257,23.9771,605170
FPT,20170328,24.0276,24.3557,23.8762,23.9267,1161770
FPT,20170327,24.0276,24.2295,23.8509,24.0276,1021940
FPT,20170324,24.4314,24.7343,23.9519,24.0781,1937460
FPT,20170323,23.2199,24.2295,23.1694,24.2295,2026020
FPT,20170322,23.5733,23.5985,23.2704,23.2704,1208130
FPT,20170321,23.6238,23.8509,23.5228,23.5228,1881270
FPT,20170320,23.1695,23.5733,23.1695,23.5228,1573640
FPT,20170317,23.1695,23.3714,23.0937,23.1695,987600
FPT,20170316,23.0180,23.1695,22.9676,23.0685,610500
FPT,20170315,23.0685,23.1695,22.9423,22.9928,632570
FPT,20170314,23.1190,23.3210,23.0686,23.0685,600400
FPT,20170313,23.2705,23.3714,23.0686,23.0938,463260
FPT,20170310,23.1190,23.4219,23.0686,23.2200,1204950
FPT,20170309,23.1190,23.1695,22.9676,22.9676,517110
FPT,20170308,23.0685,23.2200,22.9928,23.1190,486250
FPT,20170307,23.2199,23.2199,22.9928,23.1190,474030
FPT,20170306,23.0433,23.2705,23.0433,23.1947,519090
FPT,20170303,22.9423,23.1695,22.7909,23.0433,400430
FPT,20170302,23.0685,23.1695,22.9171,22.9423,625140
FPT,20170301,23.1442,23.1694,22.8918,23.0685,814870
FPT,20170228,23.5228,23.6238,23.1190,23.1442,787960
FPT,20170227,23.2200,23.6743,23.2200,23.4976,1791360
FPT,20170224,23.2200,23.2705,22.9676,23.2200,929360
FPT,20170223,23.1695,23.3966,23.0433,23.2200,1042580
FPT,20170222,23.0685,23.3714,22.9171,23.1190,1230810
FPT,20170221,22.8666,23.1695,22.7404,22.9171,1056640
FPT,20170220,22.8666,22.9171,22.7152,22.7404,739970
FPT,20170217,22.8161,22.9676,22.6647,22.8666,816130
FPT,20170216,23.2200,23.3462,22.8667,22.8666,1114930
FPT,20170215,23.4724,23.4724,23.1190,23.2200,1155260
FPT,20170214,22.7152,23.4218,22.6647,23.4219,1942460
FPT,20170213,22.5132,22.6394,22.4123,22.6142,843490
FPT,20170210,22.4628,22.5132,22.3366,22.4375,615430
FPT,20170209,22.5133,22.5638,22.4628,22.4880,796670
FPT,20170208,22.5133,22.6900,22.4376,22.5133,580940
FPT,20170207,22.3366,22.5637,22.3366,22.4628,919390
FPT,20170206,22.4627,22.4627,22.3113,22.3618,553780
FPT,20170203,22.5637,22.6647,22.4123,22.5637,497380
FPT,20170202,22.8162,22.9171,22.5133,22.6647,487480
FPT,20170125,22.6647,22.8666,22.5385,22.7657,421770
FPT,20170124,22.5637,22.6647,22.3618,22.5637,280500
FPT,20170123,22.4123,22.5132,22.3113,22.4375,457700
FPT,20170120,22.1094,22.4627,22.0842,22.3113,662850
FPT,20170119,22.1094,22.2104,21.9327,22.1094,589210
FPT,20170118,22.5637,22.5637,22.1094,22.1094,496120
FPT,20170117,22.2104,22.6142,22.2104,22.4123,521250
FPT,20170116,22.6647,22.6647,22.2104,22.2104,896110
FPT,20170113,23.2704,23.4219,22.5637,22.6647,1640150
FPT,20170112,23.2704,23.3209,23.1442,23.1947,540350
FPT,20170111,23.3714,23.5229,23.2705,23.2704,740990
FPT,20170110,22.8413,23.2199,22.7909,23.2200,1045680
FPT,20170109,22.7404,22.9171,22.6647,22.8161,501610
FPT,20170106,22.8162,22.9676,22.6900,22.6899,799750
FPT,20170105,22.8162,22.9171,22.7657,22.7657,613870
FPT,20170104,22.6143,23.0686,22.5638,22.8414,1022560
FPT,20170103,22.3618,22.6899,22.3618,22.6395,1013070
FPT,20161230,22.0085,22.3366,21.8823,22.2104,1643340
FPT,20161229,22.1095,22.1095,21.8571,21.9328,376220
FPT,20161228,21.8318,22.1094,21.8318,22.0085,864320
FPT,20161227,21.5542,21.9580,21.5542,21.7813,789970
FPT,20161226,21.5289,21.6551,21.4532,21.5542,243940
FPT,20161223,21.6299,21.6299,21.4533,21.5289,325140
FPT,20161222,21.6046,21.8065,21.4532,21.4785,659310
FPT,20161221,21.4785,21.5795,21.4280,21.4532,377770
FPT,20161220,21.4785,21.6552,21.4532,21.4785,293780
FPT,20161219,21.2513,21.5542,21.2513,21.5542,218900
FPT,20161216,21.1756,21.2513,21.0999,21.2513,298690
FPT,20161215,21.2008,21.2513,21.0998,21.1251,282950
FPT,20161214,21.0999,21.3018,21.0747,21.2008,394960
FPT,20161213,21.3018,21.3775,21.0999,21.0999,359950
FPT,20161212,21.7056,21.7056,21.3018,21.3018,372110
FPT,20161209,21.4784,21.9580,21.4532,21.6551,355440
FPT,20161208,21.4532,21.4532,21.3018,21.3270,145770
FPT,20161207,21.3523,21.4533,21.2513,21.2513,283670
FPT,20161206,21.6047,21.6299,21.3523,21.3523,407380
FPT,20161205,21.7056,21.8066,21.5037,21.5037,320460
FPT,20161202,21.8066,21.8823,21.6552,21.6804,265850
FPT,20161201,21.8066,22.1095,21.8066,21.8066,247450
FPT,20161130,21.7056,21.8823,21.6551,21.8823,284250
FPT,20161129,21.9580,21.9580,21.5542,21.7813,488970
FPT,20161128,22.1852,22.1852,21.8066,21.9580,401290
FPT,20161125,22.4123,22.4123,22.1599,22.1852,523930
FPT,20161124,22.1095,22.5890,22.1095,22.3871,1109900
FPT,20161123,21.8571,22.2609,21.7561,22.1852,933400
FPT,20161122,21.7056,21.8823,21.7056,21.7561,475660
FPT,20161121,21.8066,21.9075,21.6047,21.7561,398940
FPT,20161118,21.4532,21.7813,21.4532,21.7561,272520
FPT,20161117,21.7309,21.7309,21.5037,21.5037,342390
FPT,20161116,21.8571,21.9076,21.6047,21.7309,483700
FPT,20161115,21.6046,21.8066,21.5542,21.8066,410010
FPT,20161114,21.5542,21.7056,21.5037,21.5794,357500
FPT,20161111,21.6552,21.9328,21.6047,21.7056,549240
FPT,20161110,21.5037,21.6551,21.4532,21.5542,279210
FPT,20161109,21.6299,21.6299,20.7465,21.3018,1259800
FPT,20161108,21.6047,21.8319,21.6047,21.6299,357870
FPT,20161107,21.2513,21.6551,21.2513,21.6047,270420
FPT,20161104,21.2008,21.4027,21.2008,21.2765,216080
FPT,20161103,21.4532,21.4532,21.0494,21.2008,819360
FPT,20161102,21.8570,21.9075,21.5037,21.5037,607470
FPT,20161101,22.0085,22.0085,21.8570,21.8570,287980
FPT,20161031,22.0590,22.1599,21.9580,21.9580,366100
FPT,20161028,21.8066,22.0085,21.7814,22.0085,623240
FPT,20161027,21.8570,21.8570,21.7056,21.8066,320770
FPT,20161026,21.8066,22.0085,21.6552,21.7056,498350
FPT,20161025,21.8066,22.1599,21.6047,21.8066,798790
FPT,20161024,21.9075,22.0085,21.7561,21.8066,683800
FPT,20161021,21.9580,22.0842,21.9075,21.9075,368030
FPT,20161020,22.2609,22.3114,21.9328,21.9580,452160
FPT,20161019,21.9580,22.2861,21.9580,22.1347,484690
FPT,20161018,21.9075,22.1347,21.7056,22.0085,461070
FPT,20161017,22.1599,22.1599,21.9075,21.9075,799570
FPT,20161014,22.1599,22.2609,22.1094,22.1347,556120
FPT,20161013,22.0589,22.3113,21.9075,22.2104,455610
FPT,20161012,22.4123,22.5133,22.0590,22.1094,737050
FPT,20161011,22.0085,22.4628,21.7813,22.4628,1576130
FPT,20161010,22.7404,22.7404,22.0085,22.0085,2105790
FPT,20161007,23.2956,23.3714,22.5637,22.7404,2656510
FPT,20161006,23.6238,23.6995,23.2705,23.2704,808750
FPT,20161005,23.7248,23.7248,23.5481,23.6238,482560
FPT,20161004,23.6743,23.9014,23.2200,23.6238,1945280
FPT,20161003,23.5733,23.8257,23.3714,23.5481,1063670
FPT,20160930,23.9266,23.9266,23.5481,23.5481,1725770
FPT,20160929,24.0276,24.2295,23.7752,23.9014,1885090
FPT,20160928,24.0529,24.4819,24.0276,24.1790,1675680
FPT,20160927,24.1034,24.1286,23.8762,24.1286,2011410
FPT,20160926,24.0277,24.3305,24.0277,24.1286,1938720
FPT,20160923,23.6238,24.0276,23.6238,23.9267,2331180
FPT,20160922,22.9676,23.9267,22.9676,23.5228,2821740
FPT,20160921,23.0685,23.1695,22.9171,22.9676,872200
FPT,20160920,22.9676,23.1695,22.8161,23.0433,1374570
FPT,20160919,22.9171,22.9676,22.6142,22.8666,944500
FPT,20160916,22.4628,22.7152,22.4123,22.7152,855440
FPT,20160915,22.9676,22.9676,22.4628,22.6142,1111400
FPT,20160914,22.7909,23.1947,22.7151,22.9676,1283090
FPT,20160913,22.7152,22.8919,22.4628,22.8161,1151590
FPT,20160912,22.9675,23.0180,22.6647,22.7152,1220220
FPT,20160909,23.2199,23.4723,22.9675,23.0685,1833910
FPT,20160908,22.4123,23.3209,22.3114,23.0180,3243480
FPT,20160907,22.2608,22.2608,21.9580,22.2609,1332450
FPT,20160906,22.4123,22.6142,22.3114,22.3113,1385380
FPT,20160905,22.4628,22.6142,22.2609,22.4628,964870
FPT,20160901,22.3618,22.7152,22.2104,22.4628,2145860
FPT,20160831,21.6551,22.4123,21.5542,22.1599,3190540
FPT,20160830,21.4532,21.6551,21.4532,21.5037,529860
FPT,20160829,21.8066,21.9580,21.5037,21.5037,996310
FPT,20160826,21.4027,21.9075,21.4027,21.7056,2217420
FPT,20160825,21.2513,21.4532,21.1503,21.4027,601280
FPT,20160824,21.0999,21.4027,21.0999,21.2008,749230
FPT,20160823,21.0998,21.1503,20.8979,21.0494,443570
FPT,20160822,21.1999,21.2503,20.9475,20.9484,944470
FPT,20160819,21.3406,21.3406,20.8970,20.8970,662470
FPT,20160818,21.2913,21.6856,21.1927,21.2420,1044090
FPT,20160817,21.0449,21.4392,20.9463,21.2913,1354570
FPT,20160816,20.6999,21.1928,20.5028,21.0449,1933670
