<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FPT,20160815,20.5028,20.5521,20.4535,20.5028,281220
FPT,20160812,20.6999,20.8970,20.4534,20.5028,527660
FPT,20160811,20.3549,20.6013,20.3056,20.6013,585310
FPT,20160810,20.0592,20.2564,20.0592,20.2563,236760
FPT,20160809,20.1085,20.1578,20.0099,20.1578,271030
FPT,20160808,20.0592,20.2070,20.0099,20.0099,274690
FPT,20160805,19.9113,20.0592,19.8127,19.9606,461730
FPT,20160804,19.9606,20.1085,19.9113,19.9113,340270
FPT,20160803,20.0099,20.1085,19.9113,19.9606,467420
FPT,20160802,20.2563,20.2563,19.9606,20.0099,806630
FPT,20160801,20.2070,20.3549,20.1084,20.2563,419730
FPT,20160729,20.3549,20.4042,20.2070,20.2070,241530
FPT,20160728,20.3549,20.5520,20.3056,20.3549,512680
FPT,20160727,20.3549,20.5521,20.3057,20.3549,554520
FPT,20160726,20.2563,20.3056,20.1084,20.1578,469520
FPT,20160725,20.3549,20.4042,20.2563,20.2563,375880
FPT,20160722,20.4535,20.4535,20.1578,20.3549,958530
FPT,20160721,20.5521,20.6999,20.4535,20.5028,448120
FPT,20160720,20.6506,20.7492,20.5027,20.5028,575060
FPT,20160719,21.0449,21.0449,20.5520,20.6506,1148610
FPT,20160718,20.9463,21.0449,20.7985,20.9956,578400
FPT,20160715,21.1434,21.2913,20.9956,20.9956,730200
FPT,20160714,21.1928,21.6364,21.1435,21.1927,1880280
FPT,20160713,20.9956,21.3406,20.9956,21.1435,751090
FPT,20160712,20.9956,21.1927,20.6999,20.9956,744580
FPT,20160711,21.5378,21.6856,20.9956,20.9956,1035540
FPT,20160708,21.3899,21.8827,21.3899,21.4885,1594930
FPT,20160707,21.0448,21.6363,20.8970,21.3406,1592870
FPT,20160706,20.7492,20.9464,20.6506,20.8477,602040
FPT,20160705,20.9463,21.0449,20.7984,20.7985,791050
FPT,20160704,20.6999,21.0449,20.6999,20.9463,863920
FPT,20160701,20.6999,20.8477,20.6013,20.6506,579110
FPT,20160630,20.9463,20.9956,20.6013,20.6013,669690
FPT,20160629,20.2563,20.9463,20.2563,20.6999,1250570
FPT,20160628,20.3056,20.4042,20.2070,20.3056,328400
FPT,20160627,20.1578,20.4042,19.8128,20.3056,587560
FPT,20160624,20.5520,20.5520,19.2706,20.1578,2562810
FPT,20160623,20.8477,20.8970,20.6506,20.6506,826170
FPT,20160622,20.9463,21.1435,20.8970,20.8970,300480
FPT,20160621,21.1435,21.5870,20.9956,21.0449,1442710
FPT,20160620,19.9606,21.1434,19.9113,21.0449,1877120
FPT,20160617,19.9113,19.9606,19.8620,19.9113,206120
FPT,20160616,19.9606,20.0099,19.8620,19.9113,359320
FPT,20160615,19.9606,19.9606,19.8127,19.8620,414560
FPT,20160614,19.8620,19.9606,19.8620,19.9606,242560
FPT,20160613,19.9606,19.9606,19.9113,19.9113,237230
FPT,20160610,19.9113,20.0099,19.9113,19.9606,475190
FPT,20160609,20.0592,20.0592,19.9606,19.9606,325390
FPT,20160608,19.9606,20.0592,19.9113,20.0592,516630
FPT,20160607,20.0099,20.0099,19.8127,19.9606,559610
FPT,20160606,20.0592,20.0592,19.8128,19.9113,754110
FPT,20160603,20.1578,20.1578,20.0099,20.0592,400290
FPT,20160602,20.2071,20.2071,20.0592,20.1085,318100
FPT,20160601,20.2071,20.2071,20.1085,20.1085,519620
FPT,20160531,20.3056,20.3056,20.1084,20.1085,589350
FPT,20160530,20.2070,20.4041,20.2070,20.2563,447160
FPT,20160527,20.1263,20.2743,19.9290,20.2070,543580
FPT,20160526,20.0549,20.0968,19.9290,19.9290,1328870
FPT,20160525,20.0549,20.0968,19.9709,20.0129,598370
FPT,20160524,20.0969,20.1388,20.0129,20.0129,369180
FPT,20160523,20.2646,20.2646,20.0548,20.0549,345150
FPT,20160520,20.0129,20.0968,20.0129,20.0968,485060
FPT,20160519,20.1388,20.1388,19.9709,20.0129,186020
FPT,20160518,20.1388,20.3066,20.0130,20.0129,692880
FPT,20160517,19.8871,20.0549,19.8451,19.9710,354380
FPT,20160516,19.8870,19.9290,19.8031,19.8451,310390
FPT,20160513,19.9290,19.9709,19.8031,19.8870,393240
FPT,20160512,20.0968,20.0968,19.8870,19.8870,412430
FPT,20160511,20.0129,20.0549,19.8451,20.0129,290200
FPT,20160510,19.7611,19.9290,19.7192,19.8451,465650
FPT,20160509,19.9710,20.0549,19.8031,19.8031,605810
FPT,20160506,20.0549,20.1388,19.9290,19.9290,693360
FPT,20160505,20.0968,20.3066,20.0548,20.0549,908780
FPT,20160504,20.2227,20.2646,20.0129,20.1807,771190
FPT,20160429,20.3066,20.4325,20.2646,20.3905,614320
FPT,20160428,20.1388,20.6842,20.0129,20.3066,3007080
FPT,20160427,20.1388,20.1807,19.9290,20.0129,593060
FPT,20160426,20.0968,20.1388,19.9290,20.0968,333520
FPT,20160425,20.1388,20.2647,20.0549,20.0968,562230
FPT,20160422,19.8451,20.0549,19.7612,20.0549,829700
FPT,20160421,19.8451,19.9290,19.7612,19.8451,496340
FPT,20160420,19.7192,19.8031,19.6772,19.7612,878290
FPT,20160419,19.8031,19.9290,19.7192,19.7192,545970
FPT,20160415,19.9710,20.0129,19.8031,19.8031,712110
FPT,20160414,19.9290,20.0549,19.9290,19.9290,572360
FPT,20160413,19.9709,20.0549,19.9290,19.9710,568090
FPT,20160412,20.1388,20.1388,19.9290,20.0129,393630
FPT,20160411,20.0549,20.2227,19.9290,20.0968,814800
FPT,20160408,19.9710,20.1388,19.9710,19.9710,312220
FPT,20160407,19.9290,20.0968,19.8870,20.0549,485800
FPT,20160406,19.7192,19.8870,19.6772,19.8870,288080
FPT,20160405,19.6353,19.8031,19.5933,19.7192,286440
FPT,20160404,19.5933,19.7192,19.5933,19.6353,370410
FPT,20160401,19.7612,19.8032,19.5934,19.6353,530180
FPT,20160331,19.9290,20.1388,19.7612,19.7612,623130
FPT,20160330,19.9290,20.0968,19.8031,19.9290,595920
FPT,20160329,20.1388,20.1388,19.8871,19.9290,731100
FPT,20160328,20.2646,20.2646,20.0968,20.1388,402090
FPT,20160325,20.2227,20.3066,19.9710,20.0968,1134790
FPT,20160324,20.4745,20.5164,20.3066,20.3066,831940
FPT,20160323,20.4325,20.5584,20.3486,20.4325,573490
FPT,20160322,20.5583,20.6002,20.4324,20.4325,630690
FPT,20160321,20.6842,20.7681,20.5583,20.6422,708370
FPT,20160318,20.5584,20.9360,20.5584,20.6842,2537440
FPT,20160317,20.3906,20.5164,20.3486,20.3486,630200
FPT,20160316,20.3486,20.4325,20.3066,20.3486,492970
FPT,20160315,20.5164,20.6003,20.3486,20.3486,545350
FPT,20160314,20.5584,20.7262,20.4325,20.4325,1011740
FPT,20160311,20.3066,20.5164,20.3066,20.3486,752610
FPT,20160310,20.1388,20.2647,20.0968,20.2227,278390
FPT,20160309,20.0549,20.2227,20.0549,20.1388,406000
FPT,20160308,20.3905,20.4325,20.1388,20.1388,1138510
FPT,20160307,20.5583,20.7261,20.3905,20.3905,731820
FPT,20160304,20.3905,20.6842,20.3905,20.5583,855930
FPT,20160303,20.5164,20.6842,20.4745,20.4744,831440
FPT,20160302,20.3066,20.4744,20.2647,20.4325,811910
FPT,20160301,20.0549,20.5164,19.9710,20.2227,1215810
FPT,20160229,20.0968,20.0968,19.9709,20.0549,516250
FPT,20160226,20.0549,20.0549,19.8871,20.0129,383230
FPT,20160225,20.1388,20.2647,19.9710,19.9710,673070
FPT,20160224,20.0129,20.1388,19.9710,20.0549,655980
FPT,20160223,20.3486,20.3486,20.0549,20.0549,727180
FPT,20160222,20.0129,20.2227,20.0129,20.2227,518820
FPT,20160219,20.1387,20.1387,19.9709,20.0129,530400
FPT,20160218,20.0129,20.2646,19.9710,20.1807,737190
FPT,20160217,19.9290,20.2227,19.9290,19.9290,719440
FPT,20160216,19.7193,19.9290,19.5934,19.8451,346480
FPT,20160215,19.5934,19.6353,19.4256,19.5934,342070
FPT,20160205,19.5933,19.7192,19.5094,19.6773,363780
FPT,20160204,19.6773,19.6773,19.5094,19.5094,282030
FPT,20160203,19.4675,19.6773,19.3836,19.5514,641500
FPT,20160202,19.4255,19.5934,19.3836,19.3836,184210
FPT,20160201,19.5095,19.6773,19.2997,19.5514,584110
FPT,20160129,19.4256,19.5095,19.2577,19.4675,496970
FPT,20160128,19.4255,19.4675,19.2157,19.2997,491030
FPT,20160127,19.5094,19.5094,19.3836,19.4255,336620
FPT,20160126,19.5095,19.5514,19.2577,19.2577,661130
FPT,20160125,19.0899,19.7612,18.8801,19.7612,892040
FPT,20160122,18.8801,18.9220,18.5864,18.7962,692750
FPT,20160121,18.7961,18.9220,18.7122,18.8381,647810
FPT,20160120,18.9221,19.0899,18.8382,18.8381,651980
FPT,20160119,18.8381,19.0059,18.7542,18.9221,873480
FPT,20160118,19.1738,19.1738,18.5864,18.8381,2255130
FPT,20160115,19.3836,19.5095,19.2997,19.3416,593280
FPT,20160114,19.3416,19.4675,19.2997,19.3836,509720
FPT,20160113,19.7193,19.8451,19.4256,19.4675,542910
FPT,20160112,19.2997,19.6773,19.1738,19.6773,582160
FPT,20160111,19.4255,19.4255,19.2577,19.2577,805440
FPT,20160108,19.6353,19.6772,19.2996,19.4255,1773760
FPT,20160107,20.0968,20.0968,19.7192,19.7192,1841620
FPT,20160106,20.0549,20.1808,20.0549,20.0968,446810
FPT,20160105,20.0549,20.1388,20.0129,20.0549,734050
FPT,20160104,20.3066,20.3485,20.0548,20.0549,602210
FPT,20151231,20.2646,20.4744,20.2226,20.2646,570340
FPT,20151230,20.3905,20.5163,20.2646,20.2646,913890
FPT,20151229,20.2227,20.3485,20.1807,20.2646,433620
FPT,20151228,20.1388,20.4325,20.0129,20.1807,767110
FPT,20151225,20.1388,20.1388,20.0129,20.0549,339400
FPT,20151224,20.1807,20.2227,20.0548,20.0549,474020
FPT,20151223,20.2646,20.3066,20.0548,20.0968,606040
FPT,20151222,20.3486,20.4325,20.1808,20.1807,537270
FPT,20151221,20.5164,20.5164,20.2647,20.3486,540360
FPT,20151218,20.6422,20.6842,20.5163,20.5164,825670
FPT,20151217,20.6422,20.7681,20.5583,20.6422,916420
FPT,20151216,20.4325,20.6842,20.4325,20.4744,1252650
FPT,20151215,20.0549,20.3486,20.0549,20.3486,527780
FPT,20151214,20.0968,20.2227,20.0549,20.0549,434710
FPT,20151211,20.0129,20.3486,20.0129,20.1388,558390
FPT,20151210,20.2227,20.3905,20.0549,20.0549,610110
FPT,20151209,20.5583,20.7261,20.2227,20.2227,735460
FPT,20151208,19.8451,20.6003,19.7612,20.5583,1117670
FPT,20151207,20.0548,20.1388,19.9290,19.9290,892260
FPT,20151204,20.3486,20.3486,20.0130,20.0968,861320
FPT,20151203,20.3486,20.4325,20.2646,20.3486,343540
FPT,20151202,20.2227,20.4325,20.2227,20.3066,675930
FPT,20151201,20.3905,20.4744,20.1807,20.2227,623880
FPT,20151130,20.5584,20.5584,20.2647,20.2646,1116850
FPT,20151127,20.6422,20.9359,20.5163,20.5164,1520660
FPT,20151126,20.8940,20.9779,20.5583,20.5583,746390
FPT,20151125,20.6842,21.1877,20.3486,20.9779,1309410
FPT,20151124,20.8520,20.8520,20.3066,20.6003,2817650
FPT,20151123,21.3974,21.6072,20.7681,20.7681,2054830
FPT,20151120,21.3974,21.8170,21.3974,21.3974,1196900
FPT,20151119,21.8170,22.2366,21.6072,21.6072,1096120
FPT,20151118,21.6072,22.2366,21.6072,21.8170,1366870
FPT,20151117,22.4463,22.6561,21.8170,21.8170,2136990
FPT,20151116,22.6561,23.0757,22.2366,22.6561,2413900
FPT,20151113,22.2366,22.8659,22.0268,22.8659,2759580
FPT,20151112,21.3975,22.4464,21.1877,22.2366,3514400
FPT,20151111,21.1876,21.8170,21.1876,21.1877,1790510
FPT,20151110,21.6072,21.8170,21.1876,21.3974,2049910
FPT,20151109,21.8170,22.0268,21.6072,21.6072,2035350
FPT,20151106,22.4463,22.8659,21.8170,22.0268,3164790
FPT,20151105,21.6072,22.4463,21.6072,22.4463,2727690
FPT,20151104,22.2366,22.4464,21.8170,21.8170,1772170
FPT,20151103,20.9779,22.0268,20.9359,22.0268,3798850
FPT,20151102,20.7262,21.3974,20.6842,20.7681,2790190
FPT,20151030,20.7262,20.7681,20.5164,20.6842,982600
FPT,20151029,20.6842,20.8520,20.6003,20.6842,1846600
FPT,20151028,20.1808,20.5164,20.1808,20.4744,2673100
FPT,20151027,19.8871,20.2647,19.8871,20.1388,1345230
FPT,20151026,19.9290,20.3486,19.9290,19.9710,2631100
FPT,20151023,19.8032,19.8871,19.7193,19.7612,719680
FPT,20151022,19.6353,19.7612,19.6353,19.6773,473620
FPT,20151021,19.9710,19.9710,19.7192,19.7192,703530
FPT,20151020,19.7612,20.0968,19.7192,19.8451,1968330
FPT,20151019,19.5934,20.0549,19.5934,19.7612,1396480
FPT,20151016,19.5934,19.6773,19.5934,19.5934,548620
FPT,20151015,19.6773,19.6773,19.5095,19.5514,426740
FPT,20151014,19.7192,20.0968,19.5514,19.5934,3076790
FPT,20151013,19.2157,19.2157,19.0479,19.0899,298120
FPT,20151012,19.1737,19.2577,19.1737,19.2157,414610
FPT,20151009,19.2996,19.4674,19.2157,19.2157,778950
FPT,20151008,18.9640,19.2157,18.9640,19.2157,331030
FPT,20151007,19.3836,19.3836,18.8801,18.9640,337650
FPT,20151006,19.1318,19.3836,19.0479,19.2997,923920
FPT,20151005,18.7543,18.9221,18.7123,18.8801,382440
FPT,20151002,18.7123,18.7962,18.6703,18.7123,181780
FPT,20151001,18.6703,18.7542,18.6283,18.7123,179470
FPT,20150930,18.7962,18.7962,18.5864,18.6703,159670
FPT,20150929,18.6703,18.6703,18.5864,18.6703,260100
FPT,20150928,18.8381,18.8801,18.6703,18.6703,267580
FPT,20150925,18.9641,18.9641,18.7962,18.8381,259280
FPT,20150924,18.7961,19.0059,18.7961,18.9221,287470
FPT,20150923,18.9220,19.0479,18.8381,18.8381,447860
FPT,20150922,19.0899,19.1319,18.9221,18.9640,289410
FPT,20150921,18.6703,19.0899,18.6703,19.0899,548700
FPT,20150918,18.7122,18.8381,18.5025,18.7123,743610
FPT,20150917,18.3347,18.4606,18.3347,18.3766,121980
FPT,20150916,18.3347,18.4186,18.2927,18.3347,123720
FPT,20150915,18.2927,18.4186,18.2508,18.3347,91140
FPT,20150914,18.4605,18.4605,18.3346,18.3347,213260
FPT,20150911,18.6284,18.6284,18.4606,18.4605,178370
FPT,20150910,18.5025,18.5445,18.4186,18.5445,228830
FPT,20150909,18.5864,18.6284,18.5025,18.5025,351700
FPT,20150908,18.2507,18.5025,18.2507,18.4186,195100
FPT,20150907,18.4605,18.4605,18.2088,18.2927,143530
FPT,20150904,18.3347,18.5025,18.2927,18.3766,200160
FPT,20150903,18.4186,18.5025,18.3347,18.3347,361300
FPT,20150901,18.6284,18.6284,18.4186,18.5025,319590
FPT,20150831,18.6703,18.7962,18.5025,18.5445,383640
FPT,20150828,18.7123,18.7962,18.5864,18.7542,883560
FPT,20150827,18.5025,18.7123,18.4605,18.5864,701980
FPT,20150826,18.0410,18.6703,18.0410,18.5025,960660
FPT,20150825,17.6215,18.2508,17.6215,17.9990,1302560
FPT,20150824,18.6284,18.7123,17.7473,17.7893,2107920
FPT,20150821,18.9221,18.9640,18.4606,18.9640,1184950
FPT,20150820,19.3836,19.3836,19.0479,19.0899,384210
FPT,20150819,19.2583,19.5100,19.0904,19.3416,860750
FPT,20150818,18.9682,19.1735,18.8861,19.1324,751710
FPT,20150817,19.2145,19.3377,18.8860,18.9682,816140
FPT,20150814,19.2555,19.4198,19.0913,19.2145,702440
FPT,20150813,19.5430,19.5430,19.2145,19.2966,1573130
FPT,20150812,19.7072,19.7072,19.4198,19.5430,1257050
FPT,20150811,19.9125,20.1178,19.7072,19.8304,861370
FPT,20150810,19.5019,19.9125,19.5019,19.9125,1180730
FPT,20150807,19.2966,19.5019,19.1734,19.4198,546600
FPT,20150806,19.4608,19.5429,19.2145,19.2145,561120
FPT,20150805,19.3787,19.4608,19.2555,19.4608,312920
FPT,20150804,19.2555,19.4608,19.1324,19.2966,526180
FPT,20150803,19.2966,19.2966,19.0503,19.0913,1136670
FPT,20150731,19.5840,19.6251,19.4198,19.4198,541330
FPT,20150730,19.6661,19.7072,19.4198,19.4198,938320
FPT,20150729,19.7893,19.9946,19.5840,19.6661,1119080
FPT,20150728,20.1178,20.1178,19.7893,19.7893,634450
FPT,20150727,19.6662,20.3231,19.6251,20.1178,1865720
FPT,20150724,19.3787,19.6251,19.3787,19.5430,1217830
FPT,20150723,19.0502,19.6661,19.0502,19.2966,2140450
FPT,20150722,18.7218,19.0913,18.6807,19.0913,455030
FPT,20150721,18.8861,18.9271,18.6397,18.7218,876450
FPT,20150720,19.0503,19.0503,18.8450,18.9682,419830
FPT,20150717,19.0092,19.2556,18.9682,19.0503,315540
FPT,20150716,18.9682,19.0503,18.8040,19.0503,611060
FPT,20150715,19.2967,19.2967,19.0503,19.0503,654910
FPT,20150714,19.2556,19.3788,19.1324,19.2556,395670
FPT,20150713,19.1324,19.5019,19.0913,19.2556,1509580
FPT,20150710,19.1735,19.2967,19.0503,19.1324,835670
FPT,20150709,19.0914,19.2556,18.9682,19.1735,999820
FPT,20150708,19.5430,19.6251,19.1324,19.1735,1420160
FPT,20150707,19.4608,19.8714,19.3787,19.5430,1132850
FPT,20150706,19.3377,19.5019,19.2966,19.5019,979490
FPT,20150703,19.4608,19.4608,19.2555,19.2966,758500
FPT,20150702,19.1734,19.4608,19.1324,19.3787,1090220
FPT,20150701,19.0503,19.3377,18.9271,19.2145,737610
FPT,20150630,19.0092,19.1734,19.0092,19.0503,1048220
FPT,20150629,19.2145,19.5840,19.0913,19.2145,935540
FPT,20150626,18.5166,19.6661,18.5166,19.0092,4210260
FPT,20150625,18.5165,18.5576,18.4755,18.4755,585020
FPT,20150624,18.7219,18.7219,18.5576,18.5576,356850
FPT,20150623,18.7218,18.7629,18.6397,18.6808,623750
FPT,20150622,18.4755,18.8040,18.4345,18.7218,1273750
FPT,20150619,18.2702,18.5165,18.2702,18.3934,524770
FPT,20150618,18.2291,18.4754,18.2291,18.2702,324300
FPT,20150617,18.2291,18.3113,18.1881,18.2291,483360
FPT,20150616,18.4755,18.5576,18.2702,18.2702,479370
FPT,20150615,18.6397,18.6397,18.3933,18.4755,341650
FPT,20150612,18.4345,18.5987,18.4345,18.5165,753350
FPT,20150611,18.3113,18.4345,18.3113,18.3934,420000
FPT,20150610,18.1881,18.3523,18.1060,18.3113,249790
FPT,20150609,18.1470,18.5576,18.1470,18.1881,618760
FPT,20150608,18.4755,18.5166,18.1881,18.1881,698960
FPT,20150605,18.2702,18.4344,18.1470,18.3934,578380
FPT,20150604,18.1470,18.2702,18.1470,18.2291,224510
FPT,20150603,17.9418,18.3934,17.9007,18.1470,638440
FPT,20150602,18.1881,18.1881,17.9418,17.9418,790020
FPT,20150601,18.4344,18.4344,18.1881,18.1881,747720
FPT,20150529,18.6808,18.6808,18.4344,18.4755,357830
FPT,20150528,18.6740,18.8382,18.5098,18.6397,1158400
FPT,20150527,18.5618,18.7369,18.2116,18.3867,1216710
FPT,20150526,18.7369,18.9120,18.5618,18.5618,953640
FPT,20150525,18.2116,18.9120,18.2116,18.9120,1194140
FPT,20150522,18.3867,18.5618,18.2116,18.2116,639970
FPT,20150521,17.8614,18.5618,17.6863,18.3867,1966840
FPT,20150520,17.3711,17.8614,17.3361,17.8614,1067870
FPT,20150519,17.0559,17.2310,17.0559,17.2310,261290
FPT,20150518,17.1609,17.2309,17.0908,17.0909,493240
FPT,20150515,17.3010,17.3711,17.1960,17.1959,222770
FPT,20150514,17.1610,17.3711,17.1610,17.2660,284980
FPT,20150513,17.2310,17.2660,17.0559,17.2310,471350
FPT,20150512,17.4061,17.4061,17.2310,17.2310,253240
FPT,20150511,17.5111,17.5111,17.3710,17.4061,229310
FPT,20150508,17.4761,17.6862,17.4761,17.4761,241080
FPT,20150507,17.4411,17.6863,17.3711,17.4761,263570
FPT,20150506,17.5111,17.6862,17.3710,17.3711,406590
FPT,20150505,17.3010,17.6862,17.2310,17.5111,444430
FPT,20150504,18.0365,18.2116,17.1609,17.3010,818280
FPT,20150427,18.0365,18.3867,17.8614,18.0365,636760
FPT,20150424,17.6863,17.8614,17.5112,17.6863,268410
FPT,20150423,17.6862,17.8613,17.4411,17.6863,641410
FPT,20150422,17.5111,17.8613,17.5111,17.5111,539100
FPT,20150421,17.6863,17.8614,17.5112,17.5111,263970
FPT,20150420,17.8614,17.8614,17.4762,17.6863,358680
FPT,20150417,17.1259,18.0365,17.1259,17.8614,1497670
FPT,20150416,17.1259,17.2310,17.0559,17.0909,152830
FPT,20150415,17.1259,17.1610,16.9859,17.1259,223010
FPT,20150414,17.2310,17.2310,17.0559,17.0559,224290
FPT,20150413,17.2310,17.3010,17.1960,17.2310,164060
FPT,20150410,17.1259,17.3010,17.0909,17.2310,345170
FPT,20150409,17.1259,17.1609,16.9858,17.1259,258950
FPT,20150408,17.1609,17.1959,17.0909,17.1259,162560
FPT,20150407,16.9508,17.1609,16.9508,17.1259,150220
FPT,20150406,17.0909,17.1960,16.9858,16.9858,168170
FPT,20150403,16.9858,17.0909,16.8457,17.0909,116640
FPT,20150402,16.7406,16.9858,16.7056,16.8457,168030
FPT,20150401,17.0559,17.0559,16.7056,16.7056,270910
FPT,20150331,16.9508,17.0559,16.9508,16.9508,233260
FPT,20150330,17.3010,17.3010,16.9508,16.9508,413070
FPT,20150327,17.3711,17.3711,17.2310,17.2310,226880
FPT,20150326,17.3010,17.3010,17.2310,17.2660,276070
FPT,20150325,17.3360,17.3360,17.1609,17.2310,221110
FPT,20150324,17.3360,17.3360,17.0909,17.1959,349040
FPT,20150323,17.4411,17.4761,17.3010,17.3010,274890
FPT,20150320,17.3360,17.4761,17.3010,17.4411,284340
FPT,20150319,17.4762,17.5112,17.3361,17.3360,252430
FPT,20150318,17.5111,17.5111,17.3710,17.3711,228430
FPT,20150317,17.3360,17.6862,17.3360,17.5111,717570
FPT,20150316,17.2310,17.3010,17.2310,17.3010,214490
FPT,20150313,17.3361,17.4061,17.1960,17.2310,284450
FPT,20150312,17.3360,17.3360,17.1959,17.2310,368140
FPT,20150311,17.4061,17.4061,17.3010,17.3360,293150
FPT,20150310,17.3361,17.4061,17.2660,17.4061,328390
FPT,20150309,17.4761,17.5111,17.2309,17.2310,414700
FPT,20150306,17.5111,17.6862,17.4761,17.5111,335140
FPT,20150305,17.6862,17.8613,17.5111,17.5111,393540
FPT,20150304,17.2310,17.6863,17.2310,17.5111,993500
FPT,20150303,17.0909,17.1259,17.0208,17.1259,214540
FPT,20150302,17.1609,17.1609,16.9508,16.9858,471270
FPT,20150227,17.1959,17.2660,17.0558,17.0909,314940
FPT,20150226,16.9508,17.1609,16.9508,17.1609,276700
FPT,20150225,17.0908,17.1609,16.9508,16.9858,520900
FPT,20150224,16.8807,17.0909,16.8807,17.0208,351850
FPT,20150213,16.8107,16.8808,16.7407,16.8107,198830
FPT,20150212,16.7757,16.8808,16.7407,16.7407,435120
FPT,20150211,16.5655,16.6356,16.5305,16.6356,139400
FPT,20150210,16.5305,16.5655,16.4605,16.4955,143310
FPT,20150209,16.7056,16.7056,16.5305,16.5305,145540
FPT,20150206,16.6356,16.6356,16.5305,16.5655,114380
FPT,20150205,16.4605,16.6356,16.4255,16.5305,182990
FPT,20150204,16.6006,16.6006,16.3554,16.4255,307040
FPT,20150203,16.6006,16.6356,16.4605,16.4605,207170
FPT,20150202,16.6706,16.7407,16.5656,16.6006,219410
FPT,20150130,16.8107,16.8457,16.6356,16.6356,587470
FPT,20150129,16.7757,16.8107,16.7407,16.7757,224460
FPT,20150128,16.7757,16.9158,16.7407,16.7757,260670
FPT,20150127,16.9158,17.0208,16.8107,16.8107,424160
FPT,20150126,16.9508,17.0559,16.9508,16.9508,384170
FPT,20150123,16.9507,17.0558,16.8807,16.9508,386280
FPT,20150122,17.0208,17.0208,16.8808,16.8807,299200
FPT,20150121,16.8807,17.0909,16.8807,16.9508,607260
FPT,20150120,16.8107,16.8807,16.7757,16.8107,344010
FPT,20150119,16.9858,16.9858,16.8107,16.8107,367020
FPT,20150116,17.0909,17.0909,16.9508,16.9858,174340
FPT,20150115,17.0908,17.0908,16.9508,17.0559,281910
FPT,20150114,17.0559,17.1259,16.8808,17.0208,421120
FPT,20150113,16.9508,17.0908,16.9508,17.0559,242060
FPT,20150112,16.9158,17.2310,16.9158,17.0208,679050
FPT,20150109,16.7757,16.9858,16.7757,16.9158,320210
FPT,20150108,16.9158,16.9508,16.7407,16.7757,227300
FPT,20150107,16.8457,17.1959,16.8457,16.9508,405560
FPT,20150106,16.6356,16.8458,16.5656,16.8457,364050
FPT,20150105,16.8107,16.8807,16.6706,16.7407,273550
FPT,20141231,16.3554,16.8107,16.2853,16.8107,471320
FPT,20141230,16.1452,16.2153,15.9001,16.2153,313520
FPT,20141229,16.3904,16.3904,16.0402,16.0752,198580
FPT,20141226,16.2854,16.2854,16.1103,16.1803,337170
FPT,20141225,16.3204,16.3905,16.2504,16.2854,100790
FPT,20141224,16.5306,16.6006,16.3905,16.4255,171930
FPT,20141223,16.2153,16.4955,16.1803,16.4255,291780
FPT,20141222,16.1803,16.2854,16.1103,16.2153,261240
FPT,20141219,16.4605,16.4605,15.9702,15.9702,327710
FPT,20141218,15.9352,16.3204,15.9352,16.1803,280050
FPT,20141217,16.5655,16.5655,15.6900,15.8301,1067630
FPT,20141216,16.7057,16.7407,16.5306,16.5305,525220
FPT,20141215,16.8457,16.8457,16.7406,16.7407,176820
FPT,20141212,16.6706,16.9858,16.6356,16.8457,222600
FPT,20141211,16.6356,16.7056,16.5305,16.6006,319170
FPT,20141210,16.4955,16.7406,16.4605,16.7056,462650
FPT,20141209,16.8458,16.8458,16.5306,16.5305,975650
FPT,20141208,17.0559,17.0559,16.8808,16.9158,230000
FPT,20141205,17.0908,17.1259,16.9858,17.0559,220940
FPT,20141204,16.8807,17.1259,16.8807,17.0208,291140
FPT,20141203,16.8457,17.1609,16.7406,16.8807,209630
FPT,20141202,16.7757,16.7757,16.6006,16.7056,361490
FPT,20141201,16.8107,16.9508,16.7406,16.7407,387370
FPT,20141128,17.1259,17.1259,16.8458,16.8457,526360
FPT,20141127,17.1960,17.1960,16.9858,17.0559,311160
FPT,20141126,17.3361,17.3361,17.0909,17.0909,224690
FPT,20141125,17.0909,17.2660,17.0909,17.2310,190010
FPT,20141124,17.1609,17.1609,17.0208,17.0909,289320
FPT,20141121,17.2660,17.4761,17.1609,17.1959,400290
FPT,20141120,17.1959,17.2660,17.0909,17.1609,366710
FPT,20141119,17.2659,17.3360,17.1609,17.1609,669840
FPT,20141118,17.5111,17.5111,17.1959,17.1959,347210
FPT,20141117,17.6862,17.6862,17.4761,17.4761,302800
FPT,20141114,17.6863,17.6863,17.4411,17.5111,459950
FPT,20141113,17.6863,17.8614,17.6863,17.6863,321950
FPT,20141112,17.8614,17.8614,17.6863,17.6863,148270
FPT,20141111,17.8614,17.8614,17.6863,17.8614,176690
FPT,20141110,17.6863,18.0365,17.5112,17.6863,438060
FPT,20141107,17.5111,17.6862,17.4761,17.6863,252440
FPT,20141106,17.8614,17.8614,17.4762,17.5111,379630
FPT,20141105,17.8614,18.0365,17.5112,17.6863,296180
FPT,20141104,17.8614,18.0365,17.6863,17.8614,382940
FPT,20141103,18.0365,18.2116,17.8614,18.0365,367540
FPT,20141031,17.5111,17.8613,17.4761,17.8614,321640
FPT,20141030,17.5111,17.6862,17.5111,17.5111,515410
FPT,20141029,17.1609,17.6862,17.1609,17.5111,425130
